Genres,Year,Count
"[{'id': 18, 'name': 'Drama'}]",1998-01-16,132
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1998-11-20,29
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1998-09-15,58
"[{'id': 18, 'name': 'Drama'}]",1998-05-20,213
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1972-03-12,111
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1953-01-01,32
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1954-11-03,194
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1984-12-15,34
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1962-08-11,48
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",1933-04-07,346
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1976-09-08,179
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",1986-11-21,29
"[{'id': 35, 'name': 'Comedy'}]",1985-03-29,99
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1985-06-26,64
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1985-05-31,210
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1989-03-17,98
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1985-04-09,211
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1986-03-13,47
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1986-03-15,288
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1985-05-24,515
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1985-06-20,136
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1984-03-22,614
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1985-03-28,349
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1986-03-20,259
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1987-04-02,261
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1988-03-17,195
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1989-03-09,183
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1998-11-25,312
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1998-11-25,32
"[{'id': 35, 'name': 'Comedy'}]",1998-11-25,13
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1998-09-11,182
"[{'id': 18, 'name': 'Drama'}]",1997-10-24,24
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1998-12-04,233
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1998-11-05,62
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1998-12-11,191
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1998-12-10,254
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1998-12-10,402
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1998-12-15,847
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1998-09-17,688
"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",1998-12-11,831
"[{'id': 18, 'name': 'Drama'}]",1984-12-14,3
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1947-05-02,139
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",1985-10-29,58
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1989-11-17,17
"[{'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",1985-06-28,255
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1985-05-21,884
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1982-10-22,1523
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1988-05-24,703
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1985-12-04,289
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1984-03-30,477
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1985-06-21,329
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1988-09-13,103
"[{'id': 18, 'name': 'Drama'}]",1979-06-15,948
"[{'id': 18, 'name': 'Drama'}]",1982-05-28,894
"[{'id': 18, 'name': 'Drama'}]",1985-11-21,984
"[{'id': 18, 'name': 'Drama'}]",1990-10-18,688
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1985-12-13,377
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1985-12-04,172
[],1986-04-04,2
"[{'id': 35, 'name': 'Comedy'}]",1986-06-13,113
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1986-07-25,48
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1986-07-29,30
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1986-08-22,13
"[{'id': 18, 'name': 'Drama'}]",1984-06-22,913
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",1986-06-18,457
"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",1989-06-29,311
"[{'id': 35, 'name': 'Comedy'}]",1989-12-01,668
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1998-12-17,859
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1998-05-01,24
"[{'id': 18, 'name': 'Drama'}]",1999-01-22,7
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1998-12-25,793
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",1998-12-25,500
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1998-12-25,208
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1949-07-27,25
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1998-12-25,863
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998-12-25,286
"[{'id': 18, 'name': 'Drama'}]",1998-03-05,113
"[{'id': 18, 'name': 'Drama'}]",1998-12-25,5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1998-12-25,22
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1999-03-25,32
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1997-09-01,62
"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998-12-18,2
"[{'id': 18, 'name': 'Drama'}]",1997-08-28,56
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1998-12-30,38
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",1998-12-30,9
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",1998-12-30,23
"[{'id': 18, 'name': 'Drama'}]",1998-12-30,49
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997-08-31,10
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999-01-15,49
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999-01-15,45
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999-01-15,126
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999-01-14,151
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",1987-08-22,20
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1986-08-01,227
"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",1987-04-21,107
"[{'id': 27, 'name': 'Horror'}]",1990-05-24,16
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1986-08-15,36
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1958-07-16,129
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1986-08-15,1038
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1989-02-10,159
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1986-06-27,58
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1986-08-15,46
"[{'id': 27, 'name': 'Horror'}]",1974-10-01,617
"[{'id': 27, 'name': 'Horror'}]",1986-08-22,142
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1990-01-12,75
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1994-01-01,96
"[{'id': 35, 'name': 'Comedy'}]",1986-06-26,104
"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",1986-10-24,40
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1986-10-10,57
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1986-06-13,1
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1986-09-24,739
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1986-10-09,86
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1986-10-05,138
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1986-09-26,512
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1988-05-19,310
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1986-10-03,41
"[{'id': 35, 'name': 'Comedy'}]",1986-10-24,42
"[{'id': 18, 'name': 'Drama'}]",1986-10-07,297
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1986-11-07,23
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1986-12-15,270
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1986-11-21,48
"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",1986-12-12,287
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1999-01-22,13
"[{'id': 18, 'name': 'Drama'}]",1997-09-24,5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998-05-15,29
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1998-10-30,35
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",1995-10-20,106
[],1997-01-01,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999-01-29,425
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999-01-29,1
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1998-10-16,3
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1960-04-06,148
[],1998-09-10,0
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1999-02-05,557
"[{'id': 35, 'name': 'Comedy'}]",1999-02-05,52
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1998-01-01,3
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",1997-12-25,13
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1998-10-23,10
"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1973-05-01,140
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999-02-12,247
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1999-02-22,198
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",1999-02-11,81
"[{'id': 35, 'name': 'Comedy'}]",1998-05-14,1
"[{'id': 35, 'name': 'Comedy'}]",1999-01-30,93
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1999-02-19,259
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999-02-19,1068
"[{'id': 18, 'name': 'Drama'}]",1998-01-01,14
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999-02-26,44
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1999-02-26,479
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999-02-26,35
"[{'id': 35, 'name': 'Comedy'}]",1999-02-13,28
"[{'id': 35, 'name': 'Comedy'}]",1999-02-26,3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997-01-17,11
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999-02-26,8
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1973-03-07,112
"[{'id': 18, 'name': 'Drama'}]",1983-04-09,32
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",1989-04-21,417
"[{'id': 27, 'name': 'Horror'}]",1992-08-28,107
"[{'id': 27, 'name': 'Horror'}]",1993-01-29,50
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",1995-09-12,50
"[{'id': 27, 'name': 'Horror'}]",1983-12-08,392
"[{'id': 35, 'name': 'Comedy'}]",1982-07-30,46
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1959-02-17,102
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1970-03-05,89
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1974-10-18,79
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1977-03-11,69
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1977-06-10,33
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1974-12-14,230
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1980-07-02,63
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1979-10-19,37
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",1973-10-22,345
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1976-06-23,272
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",1968-02-07,958
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1970-05-01,370
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1973-06-15,220
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1972-06-29,243
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1971-05-20,270
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1978-09-29,10
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1974-11-15,76
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1979-08-17,45
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1979-05-18,28
"[{'id': 99, 'name': 'Documentary'}]",1998-12-01,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999-03-05,512
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999-03-12,60
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1999-03-05,848
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1998-03-05,1671
"[{'id': 35, 'name': 'Comedy'}]",1997-09-01,6
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1998-11-18,7
"[{'id': 35, 'name': 'Comedy'}]",1998-06-26,3
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1999-03-12,58
"[{'id': 18, 'name': 'Drama'}]",1999-01-09,0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1999-03-11,79
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999-03-11,75
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1963-09-18,153
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1988-09-23,176
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1993-08-06,22
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1960-11-05,92
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1964-01-29,24
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1999-03-12,75
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1998-08-07,2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1998-05-16,99
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1999-03-12,141
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1999-03-19,23
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",1999-03-16,144
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1999-03-19,146
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1997-07-02,10
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998-02-20,59
"[{'id': 18, 'name': 'Drama'}]",1996-04-09,1
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1956-06-29,103
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",1999-03-26,22
"[{'id': 35, 'name': 'Comedy'}]",1999-03-26,168
"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999-03-26,37
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1998-06-24,2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999-01-29,21
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999-03-30,9079
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1999-03-30,1768
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",1998-02-12,6
"[{'id': 35, 'name': 'Comedy'}]",1999-04-02,46
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1998-09-16,18
[],1996-11-27,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1997-08-30,8
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",1997-06-06,3
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1998-09-12,363
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1999-04-09,198
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999-04-09,378
"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",1992-01-15,72
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999-01-22,35
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999-04-09,3
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1998-09-04,54
"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1998-05-01,11
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999-04-16,179
